Temperature (K)	Pressure (bar)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
291.25	36.133	0.34664	2.8849	308.40	318.83	1.3044	1.7402	5.2971	391.12	0.19280	43.335	0.076381	0.0011412	liquid
291.25	36.133	0.080577	12.411	492.51	537.35	2.0547	1.8573	5.5338	214.82	1.6405	11.228	0.033459	undefined	vapor
291.33	36.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.33	36.200	0.34631	2.8876	308.75	319.21	1.3056	1.7412	5.3145	390.12	0.19393	43.261	0.076317	0.0011325	liquid
291.33	36.200	0.080813	12.374	492.42	537.22	2.0539	1.8588	5.5614	214.71	1.6392	11.242	0.033539	undefined	vapor
291.42	36.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.42	36.267	0.34599	2.8903	309.11	319.59	1.3068	1.7421	5.3321	389.12	0.19507	43.186	0.076252	0.0011239	liquid
291.42	36.267	0.081050	12.338	492.33	537.08	2.0532	1.8604	5.5893	214.59	1.6380	11.256	0.033619	undefined	vapor
291.50	36.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.50	36.333	0.34566	2.8930	309.46	319.97	1.3081	1.7431	5.3499	388.12	0.19621	43.112	0.076188	0.0011152	liquid
291.50	36.333	0.081288	12.302	492.24	536.94	2.0524	1.8619	5.6175	214.47	1.6367	11.270	0.033699	undefined	vapor
291.59	36.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.59	36.400	0.34533	2.8958	309.81	320.35	1.3093	1.7441	5.3679	387.12	0.19736	43.038	0.076123	0.0011066	liquid
291.59	36.400	0.081526	12.266	492.15	536.80	2.0516	1.8635	5.6461	214.36	1.6355	11.284	0.033780	undefined	vapor
291.67	36.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.67	36.467	0.34501	2.8985	310.16	320.73	1.3106	1.7451	5.3861	386.11	0.19852	42.964	0.076059	0.0010980	liquid
291.67	36.467	0.081765	12.230	492.06	536.66	2.0509	1.8651	5.6749	214.24	1.6342	11.298	0.033862	undefined	vapor
291.76	36.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.76	36.533	0.34468	2.9013	310.51	321.11	1.3118	1.7460	5.4045	385.11	0.19969	42.890	0.075996	0.0010895	liquid
291.76	36.533	0.082006	12.194	491.97	536.52	2.0501	1.8666	5.7041	214.12	1.6329	11.313	0.033944	undefined	vapor
291.84	36.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.84	36.600	0.34435	2.9040	310.87	321.49	1.3130	1.7470	5.4231	384.11	0.20086	42.816	0.075932	0.0010809	liquid
291.84	36.600	0.082247	12.159	491.87	536.37	2.0493	1.8682	5.7335	214.01	1.6316	11.327	0.034026	undefined	vapor
291.92	36.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
291.92	36.667	0.34402	2.9068	311.22	321.88	1.3143	1.7480	5.4418	383.11	0.20204	42.741	0.075868	0.0010724	liquid
291.92	36.667	0.082488	12.123	491.78	536.23	2.0486	1.8698	5.7634	213.89	1.6304	11.341	0.034109	undefined	vapor
292.01	36.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.01	36.733	0.34369	2.9096	311.57	322.26	1.3155	1.7490	5.4608	382.11	0.20323	42.667	0.075805	0.0010639	liquid
292.01	36.733	0.082731	12.087	491.69	536.09	2.0478	1.8714	5.7935	213.77	1.6291	11.356	0.034193	undefined	vapor
292.09	36.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.09	36.800	0.34336	2.9124	311.92	322.64	1.3168	1.7501	5.4800	381.10	0.20443	42.593	0.075742	0.0010555	liquid
292.09	36.800	0.082975	12.052	491.59	535.94	2.0470	1.8730	5.8240	213.65	1.6278	11.370	0.034277	undefined	vapor
292.17	36.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.17	36.867	0.34302	2.9152	312.28	323.02	1.3180	1.7511	5.4994	380.10	0.20564	42.519	0.075679	0.0010470	liquid
292.17	36.867	0.083219	12.016	491.49	535.79	2.0463	1.8746	5.8549	213.54	1.6265	11.385	0.034362	undefined	vapor
292.26	36.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.26	36.933	0.34269	2.9181	312.63	323.41	1.3193	1.7521	5.5190	379.10	0.20685	42.445	0.075616	0.0010386	liquid
292.26	36.933	0.083464	11.981	491.40	535.65	2.0455	1.8762	5.8861	213.42	1.6252	11.400	0.034447	undefined	vapor
292.34	37.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.34	37.000	0.34236	2.9209	312.98	323.79	1.3205	1.7531	5.5388	378.09	0.20807	42.370	0.075553	0.0010303	liquid
292.34	37.000	0.083711	11.946	491.30	535.50	2.0447	1.8779	5.9177	213.30	1.6239	11.415	0.034533	undefined	vapor
292.42	37.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.42	37.067	0.34202	2.9238	313.34	324.17	1.3218	1.7542	5.5589	377.09	0.20931	42.296	0.075491	0.0010219	liquid
292.42	37.067	0.083958	11.911	491.20	535.35	2.0439	1.8795	5.9497	213.18	1.6226	11.429	0.034619	undefined	vapor
292.51	37.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.51	37.133	0.34169	2.9266	313.69	324.56	1.3230	1.7552	5.5792	376.08	0.21055	42.222	0.075429	0.0010136	liquid
292.51	37.133	0.084205	11.876	491.10	535.20	2.0431	1.8811	5.9820	213.07	1.6213	11.444	0.034706	undefined	vapor
292.59	37.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.59	37.200	0.34135	2.9295	314.04	324.94	1.3242	1.7563	5.5997	375.08	0.21179	42.148	0.075367	0.0010053	liquid
292.59	37.200	0.084454	11.841	491.00	535.05	2.0423	1.8827	6.0147	212.95	1.6199	11.459	0.034793	undefined	vapor
292.67	37.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.67	37.267	0.34102	2.9324	314.40	325.32	1.3255	1.7573	5.6204	374.07	0.21305	42.073	0.075305	0.00099698	liquid
292.67	37.267	0.084704	11.806	490.90	534.89	2.0415	1.8844	6.0478	212.83	1.6186	11.474	0.034881	undefined	vapor
292.75	37.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.75	37.333	0.34068	2.9353	314.75	325.71	1.3267	1.7584	5.6414	373.06	0.21432	41.999	0.075243	0.00098872	liquid
292.75	37.333	0.084955	11.771	490.80	534.74	2.0408	1.8860	6.0813	212.71	1.6173	11.489	0.034970	undefined	vapor
292.84	37.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.84	37.400	0.34034	2.9382	315.11	326.09	1.3280	1.7595	5.6626	372.06	0.21559	41.925	0.075182	0.00098049	liquid
292.84	37.400	0.085206	11.736	490.69	534.59	2.0400	1.8877	6.1152	212.59	1.6159	11.505	0.035059	undefined	vapor
292.92	37.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
292.92	37.467	0.34000	2.9412	315.46	326.48	1.3292	1.7606	5.6841	371.05	0.21688	41.851	0.075121	0.00097229	liquid
292.92	37.467	0.085459	11.702	490.59	534.43	2.0392	1.8894	6.1496	212.47	1.6146	11.520	0.035149	undefined	vapor
293.00	37.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.00	37.533	0.33966	2.9441	315.82	326.87	1.3305	1.7617	5.7058	370.04	0.21817	41.776	0.075060	0.00096411	liquid
293.00	37.533	0.085712	11.667	490.48	534.27	2.0384	1.8910	6.1843	212.36	1.6132	11.535	0.035239	undefined	vapor
293.08	37.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.08	37.600	0.33932	2.9471	316.17	327.25	1.3317	1.7628	5.7278	369.03	0.21947	41.702	0.074999	0.00095596	liquid
293.08	37.600	0.085967	11.632	490.38	534.12	2.0376	1.8927	6.2195	212.24	1.6119	11.551	0.035330	undefined	vapor
293.16	37.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.16	37.667	0.33898	2.9500	316.53	327.64	1.3330	1.7639	5.7500	368.03	0.22079	41.628	0.074938	0.00094783	liquid
293.16	37.667	0.086222	11.598	490.27	533.96	2.0368	1.8944	6.2551	212.12	1.6105	11.566	0.035422	undefined	vapor
293.25	37.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.25	37.733	0.33864	2.9530	316.88	328.02	1.3342	1.7650	5.7725	367.02	0.22211	41.553	0.074878	0.00093973	liquid
293.25	37.733	0.086478	11.564	490.17	533.80	2.0359	1.8961	6.2912	212.00	1.6091	11.582	0.035514	undefined	vapor
293.33	37.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.33	37.800	0.33829	2.9560	317.24	328.41	1.3355	1.7661	5.7953	366.01	0.22344	41.479	0.074818	0.00093165	liquid
293.33	37.800	0.086736	11.529	490.06	533.64	2.0351	1.8978	6.3277	211.88	1.6078	11.597	0.035607	undefined	vapor
293.41	37.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.41	37.867	0.33795	2.9590	317.59	328.80	1.3367	1.7672	5.8183	365.00	0.22478	41.404	0.074758	0.00092359	liquid
293.41	37.867	0.086994	11.495	489.95	533.48	2.0343	1.8995	6.3646	211.76	1.6064	11.613	0.035701	undefined	vapor
293.49	37.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.49	37.933	0.33761	2.9620	317.95	329.19	1.3380	1.7684	5.8417	363.99	0.22613	41.330	0.074698	0.00091557	liquid
293.49	37.933	0.087253	11.461	489.84	533.31	2.0335	1.9012	6.4021	211.64	1.6050	11.629	0.035795	undefined	vapor
293.57	38.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.57	38.000	0.33726	2.9651	318.31	329.57	1.3392	1.7695	5.8653	362.97	0.22749	41.256	0.074638	0.00090757	liquid
293.57	38.000	0.087514	11.427	489.73	533.15	2.0327	1.9029	6.4400	211.52	1.6036	11.645	0.035890	undefined	vapor
293.65	38.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.65	38.067	0.33691	2.9681	318.66	329.96	1.3405	1.7707	5.8892	361.96	0.22886	41.181	0.074579	0.00089959	liquid
293.65	38.067	0.087775	11.393	489.62	532.98	2.0319	1.9046	6.4784	211.40	1.6022	11.661	0.035986	undefined	vapor
293.74	38.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.74	38.133	0.33657	2.9712	319.02	330.35	1.3418	1.7718	5.9134	360.95	0.23024	41.107	0.074520	0.00089164	liquid
293.74	38.133	0.088038	11.359	489.50	532.82	2.0310	1.9064	6.5173	211.28	1.6008	11.677	0.036082	undefined	vapor
293.82	38.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.82	38.200	0.33622	2.9743	319.38	330.74	1.3430	1.7730	5.9379	359.94	0.23163	41.032	0.074461	0.00088371	liquid
293.82	38.200	0.088301	11.325	489.39	532.65	2.0302	1.9081	6.5568	211.16	1.5994	11.693	0.036179	undefined	vapor
293.90	38.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.90	38.267	0.33587	2.9774	319.74	331.13	1.3443	1.7742	5.9627	358.92	0.23303	40.957	0.074403	0.00087581	liquid
293.90	38.267	0.088566	11.291	489.27	532.48	2.0294	1.9099	6.5967	211.04	1.5979	11.709	0.036277	undefined	vapor
293.98	38.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
293.98	38.333	0.33552	2.9805	320.09	331.52	1.3455	1.7754	5.9879	357.91	0.23445	40.883	0.074344	0.00086793	liquid
293.98	38.333	0.088831	11.257	489.16	532.31	2.0286	1.9116	6.6372	210.92	1.5965	11.725	0.036376	undefined	vapor
294.06	38.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.06	38.400	0.33517	2.9836	320.45	331.91	1.3468	1.7766	6.0133	356.89	0.23587	40.808	0.074286	0.00086008	liquid
294.06	38.400	0.089098	11.224	489.04	532.14	2.0277	1.9134	6.6782	210.80	1.5951	11.741	0.036475	undefined	vapor
294.14	38.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.14	38.467	0.33481	2.9867	320.81	332.30	1.3481	1.7778	6.0391	355.88	0.23730	40.733	0.074229	0.00085226	liquid
294.14	38.467	0.089366	11.190	488.92	531.97	2.0269	1.9151	6.7197	210.67	1.5936	11.758	0.036575	undefined	vapor
294.22	38.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.22	38.533	0.33446	2.9899	321.17	332.69	1.3493	1.7790	6.0652	354.86	0.23875	40.659	0.074171	0.00084446	liquid
294.22	38.533	0.089635	11.156	488.81	531.80	2.0260	1.9169	6.7619	210.55	1.5922	11.774	0.036675	undefined	vapor
294.30	38.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.30	38.600	0.33411	2.9931	321.53	333.08	1.3506	1.7802	6.0917	353.85	0.24020	40.584	0.074114	0.00083669	liquid
294.30	38.600	0.089905	11.123	488.69	531.62	2.0252	1.9187	6.8046	210.43	1.5907	11.791	0.036777	undefined	vapor
294.38	38.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.38	38.667	0.33375	2.9963	321.89	333.48	1.3518	1.7815	6.1185	352.83	0.24167	40.509	0.074057	0.00082894	liquid
294.38	38.667	0.090176	11.089	488.57	531.45	2.0243	1.9205	6.8478	210.31	1.5892	11.808	0.036879	undefined	vapor
294.46	38.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.46	38.733	0.33339	2.9995	322.25	333.87	1.3531	1.7827	6.1456	351.81	0.24314	40.434	0.074000	0.00082121	liquid
294.46	38.733	0.090448	11.056	488.45	531.27	2.0235	1.9223	6.8917	210.19	1.5877	11.825	0.036982	undefined	vapor
294.54	38.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.54	38.800	0.33304	3.0027	322.61	334.26	1.3544	1.7840	6.1732	350.79	0.24463	40.359	0.073944	0.00081351	liquid
294.54	38.800	0.090721	11.023	488.32	531.09	2.0226	1.9241	6.9362	210.07	1.5863	11.841	0.037086	undefined	vapor
294.62	38.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.62	38.867	0.33268	3.0059	322.97	334.65	1.3556	1.7852	6.2011	349.77	0.24613	40.284	0.073888	0.00080584	liquid
294.62	38.867	0.090996	10.990	488.20	530.91	2.0218	1.9259	6.9813	209.94	1.5848	11.858	0.037191	undefined	vapor
294.70	38.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.70	38.933	0.33232	3.0092	323.33	335.05	1.3569	1.7865	6.2293	348.75	0.24765	40.209	0.073832	0.00079819	liquid
294.70	38.933	0.091272	10.956	488.08	530.73	2.0209	1.9278	7.0271	209.82	1.5833	11.875	0.037296	undefined	vapor
294.78	39.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.78	39.000	0.33196	3.0124	323.69	335.44	1.3582	1.7878	6.2580	347.73	0.24917	40.134	0.073776	0.00079057	liquid
294.78	39.000	0.091549	10.923	487.95	530.55	2.0201	1.9296	7.0735	209.70	1.5818	11.893	0.037403	undefined	vapor
294.86	39.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.86	39.067	0.33160	3.0157	324.06	335.84	1.3595	1.7891	6.2871	346.71	0.25071	40.059	0.073721	0.00078297	liquid
294.86	39.067	0.091827	10.890	487.82	530.37	2.0192	1.9315	7.1205	209.58	1.5802	11.910	0.037510	undefined	vapor
294.94	39.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
294.94	39.133	0.33123	3.0190	324.42	336.23	1.3607	1.7904	6.3165	345.69	0.25226	39.984	0.073666	0.00077540	liquid
294.94	39.133	0.092106	10.857	487.70	530.18	2.0183	1.9333	7.1683	209.45	1.5787	11.927	0.037618	undefined	vapor
295.02	39.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
295.02	39.200	0.33087	3.0223	324.78	336.63	1.3620	1.7917	6.3464	344.67	0.25382	39.908	0.073612	0.00076785	liquid
295.02	39.200	0.092387	10.824	487.57	530.00	2.0174	1.9352	7.2167	209.33	1.5772	11.945	0.037727	undefined	vapor
295.10	39.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
295.10	39.267	0.33050	3.0257	325.14	337.03	1.3633	1.7930	6.3767	343.64	0.25539	39.833	0.073557	0.00076033	liquid
295.10	39.267	0.092668	10.791	487.44	529.81	2.0166	1.9371	7.2658	209.21	1.5756	11.962	0.037837	undefined	vapor
295.18	39.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
295.18	39.333	0.33014	3.0290	325.51	337.42	1.3646	1.7944	6.4074	342.62	0.25698	39.758	0.073503	0.00075284	liquid
295.18	39.333	0.092952	10.758	487.31	529.62	2.0157	1.9390	7.3157	209.08	1.5741	11.980	0.037948	undefined	vapor
295.26	39.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
295.26	39.400	0.32977	3.0324	325.87	337.82	1.3658	1.7957	6.4385	341.59	0.25858	39.682	0.073450	0.00074537	liquid
295.26	39.400	0.093236	10.725	487.17	529.43	2.0148	1.9409	7.3663	208.96	1.5725	11.998	0.038060	undefined	vapor
295.34	39.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
295.34	39.467	0.32940	3.0358	326.24	338.22	1.3671	1.7971	6.4701	340.57	0.26019	39.607	0.073396	0.00073792	liquid
295.34	39.467	0.093522	10.693	487.04	529.24	2.0139	1.9428	7.4176	208.83	1.5710	12.015	0.038172	undefined	vapor
295.41	39.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
