Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
296.65	40.587	323.02	0.0030958	332.44	345.00	1.3889	1.8217	7.0788	323.19	0.28938	38.325	0.072561	0.00061664	98.530	0.010149	484.63	525.82	1.9984	1.9765	8.4116	206.71	1.5431	12.332	0.040222
296.69	40.627	322.78	0.0030981	332.66	345.25	1.3897	1.8227	7.1039	322.55	0.29052	38.278	0.072533	0.00061241	98.718	0.010130	484.54	525.69	1.9978	1.9777	8.4527	206.63	1.5420	12.344	0.040302
296.74	40.668	322.54	0.0031004	332.89	345.50	1.3905	1.8236	7.1292	321.92	0.29166	38.231	0.072505	0.00060819	98.907	0.010110	484.44	525.56	1.9973	1.9790	8.4943	206.55	1.5410	12.356	0.040382
296.79	40.708	322.30	0.0031027	333.12	345.75	1.3913	1.8246	7.1549	321.29	0.29280	38.184	0.072478	0.00060396	99.097	0.010091	484.35	525.43	1.9967	1.9803	8.5364	206.47	1.5399	12.368	0.040463
296.83	40.748	322.06	0.0031050	333.34	346.00	1.3920	1.8256	7.1808	320.65	0.29396	38.137	0.072451	0.00059975	99.288	0.010072	484.25	525.29	1.9961	1.9816	8.5789	206.40	1.5388	12.380	0.040545
296.88	40.789	321.82	0.0031073	333.57	346.25	1.3928	1.8266	7.2070	320.02	0.29512	38.090	0.072424	0.00059554	99.479	0.010052	484.16	525.16	1.9955	1.9829	8.6220	206.32	1.5377	12.393	0.040627
296.93	40.829	321.58	0.0031097	333.80	346.50	1.3937	1.8275	7.2335	319.38	0.29629	38.043	0.072397	0.00059134	99.671	0.010033	484.06	525.02	1.9949	1.9842	8.6655	206.24	1.5366	12.405	0.040710
296.97	40.870	321.34	0.0031120	334.03	346.75	1.3945	1.8285	7.2603	318.75	0.29746	37.996	0.072370	0.00058714	99.864	0.010014	483.96	524.89	1.9943	1.9855	8.7095	206.16	1.5356	12.417	0.040793
297.02	40.911	321.09	0.0031143	334.26	347.00	1.3953	1.8295	7.2874	318.11	0.29865	37.949	0.072344	0.00058295	100.06	0.0099942	483.87	524.75	1.9937	1.9869	8.7541	206.08	1.5345	12.430	0.040877
297.07	40.951	320.85	0.0031167	334.49	347.25	1.3961	1.8305	7.3148	317.47	0.29984	37.901	0.072318	0.00057877	100.25	0.0099748	483.77	524.61	1.9931	1.9882	8.7992	206.00	1.5333	12.442	0.040961
297.11	40.992	320.61	0.0031191	334.72	347.50	1.3969	1.8316	7.3426	316.83	0.30103	37.854	0.072292	0.00057459	100.45	0.0099554	483.67	524.48	1.9925	1.9895	8.8448	205.92	1.5322	12.455	0.041046
297.16	41.032	320.36	0.0031215	334.95	347.76	1.3977	1.8326	7.3706	316.19	0.30224	37.806	0.072266	0.00057042	100.64	0.0099360	483.57	524.34	1.9919	1.9909	8.8909	205.84	1.5311	12.467	0.041132
297.21	41.073	320.12	0.0031239	335.18	348.01	1.3985	1.8336	7.3990	315.55	0.30345	37.759	0.072240	0.00056625	100.84	0.0099166	483.47	524.20	1.9913	1.9922	8.9376	205.76	1.5300	12.480	0.041218
297.25	41.114	319.87	0.0031263	335.41	348.26	1.3993	1.8346	7.4277	314.90	0.30468	37.711	0.072215	0.00056210	101.04	0.0098972	483.37	524.06	1.9907	1.9936	8.9849	205.68	1.5289	12.493	0.041305
297.30	41.155	319.62	0.0031287	335.64	348.52	1.4001	1.8357	7.4567	314.26	0.30591	37.663	0.072189	0.00055794	101.24	0.0098778	483.27	523.92	1.9901	1.9949	9.0327	205.60	1.5277	12.506	0.041393
297.35	41.195	319.37	0.0031311	335.87	348.77	1.4009	1.8367	7.4861	313.61	0.30714	37.615	0.072164	0.00055380	101.44	0.0098583	483.16	523.78	1.9895	1.9963	9.0811	205.52	1.5266	12.519	0.041481
297.39	41.236	319.12	0.0031336	336.11	349.03	1.4017	1.8378	7.5158	312.97	0.30839	37.567	0.072140	0.00054966	101.64	0.0098389	483.06	523.63	1.9889	1.9977	9.1301	205.44	1.5255	12.532	0.041570
297.44	41.277	318.87	0.0031361	336.34	349.29	1.4026	1.8389	7.5459	312.32	0.30965	37.519	0.072115	0.00054553	101.84	0.0098195	482.96	523.49	1.9882	1.9991	9.1797	205.36	1.5243	12.545	0.041659
297.49	41.318	318.62	0.0031385	336.58	349.54	1.4034	1.8399	7.5764	311.67	0.31091	37.471	0.072091	0.00054140	102.04	0.0098000	482.85	523.35	1.9876	2.0005	9.2299	205.28	1.5232	12.558	0.041749
297.53	41.359	318.37	0.0031410	336.81	349.80	1.4042	1.8410	7.6072	311.02	0.31218	37.423	0.072067	0.00053728	102.24	0.0097806	482.75	523.20	1.9870	2.0019	9.2807	205.20	1.5220	12.571	0.041840
297.58	41.400	318.12	0.0031435	337.04	350.06	1.4050	1.8421	7.6384	310.37	0.31346	37.374	0.072043	0.00053317	102.45	0.0097611	482.64	523.05	1.9864	2.0033	9.3322	205.11	1.5208	12.584	0.041932
297.63	41.441	317.86	0.0031460	337.28	350.32	1.4059	1.8432	7.6699	309.72	0.31475	37.326	0.072019	0.00052906	102.65	0.0097417	482.54	522.91	1.9857	2.0047	9.3843	205.03	1.5197	12.597	0.042024
297.67	41.482	317.61	0.0031485	337.52	350.58	1.4067	1.8443	7.7019	309.07	0.31604	37.277	0.071996	0.00052496	102.86	0.0097222	482.43	522.76	1.9851	2.0061	9.4370	204.95	1.5185	12.611	0.042117
297.72	41.523	317.35	0.0031511	337.75	350.84	1.4075	1.8454	7.7343	308.41	0.31735	37.229	0.071973	0.00052087	103.06	0.0097027	482.32	522.61	1.9845	2.0075	9.4905	204.87	1.5173	12.624	0.042210
297.77	41.564	317.10	0.0031536	337.99	351.10	1.4083	1.8465	7.7670	307.76	0.31866	37.180	0.071950	0.00051678	103.27	0.0096832	482.21	522.46	1.9839	2.0090	9.5446	204.78	1.5161	12.638	0.042305
297.81	41.605	316.84	0.0031562	338.23	351.36	1.4092	1.8476	7.8002	307.10	0.31999	37.131	0.071927	0.00051270	103.48	0.0096637	482.11	522.31	1.9832	2.0104	9.5994	204.70	1.5149	12.651	0.042400
297.86	41.647	316.58	0.0031588	338.46	351.62	1.4100	1.8488	7.8338	306.44	0.32132	37.082	0.071905	0.00050863	103.69	0.0096442	482.00	522.16	1.9826	2.0119	9.6550	204.62	1.5137	12.665	0.042496
297.91	41.688	316.32	0.0031614	338.70	351.88	1.4108	1.8499	7.8678	305.79	0.32266	37.033	0.071883	0.00050456	103.90	0.0096247	481.89	522.01	1.9819	2.0133	9.7112	204.54	1.5125	12.679	0.042592
297.95	41.729	316.06	0.0031640	338.94	352.14	1.4117	1.8511	7.9023	305.13	0.32401	36.984	0.071861	0.00050050	104.11	0.0096051	481.77	521.86	1.9813	2.0148	9.7682	204.45	1.5112	12.693	0.042689
298.00	41.770	315.80	0.0031666	339.18	352.41	1.4125	1.8522	7.9372	304.47	0.32537	36.934	0.071840	0.00049645	104.32	0.0095856	481.66	521.70	1.9806	2.0163	9.8260	204.37	1.5100	12.706	0.042787
